-0.14487785	0.56485575	0.39563847	-0.022410726	-0.23819236	-0.22897696	0.18342172	-0.06029732	-0.09841625	0.058178607	-0.05342932	-0.15059894	-0.21795101	0.056185264	0.24227937	0.5106316
-0.4704077	0.3275461	0.76520354	0.16895801	-0.6637388	-0.40951842	0.36834928	-0.06651127	0.4379519	-0.009380555	0.104371	-0.0003216875	0.0641977	-0.12939537	0.47679684	-0.19514829
0.06344604	0.42442954	0.031969156	-0.063644014	-0.23096351	-0.020797817	-0.0043284832	-0.09485117	-0.0947298	-0.10497304	0.08613524	-0.188462	-0.30601054	0.105132185	-0.045942083	0.4945843
0.20876716	0.54608816	-0.0094083045	-0.16163655	0.07222297	-0.02130084	-0.054689243	-0.08723528	-0.34257707	-0.09067953	-0.033211052	-0.16930023	-0.3822118	0.23758838	-0.13388304	0.68369544
-0.11482012	0.22488797	0.09348673	0.07172246	0.27676827	-0.16025373	-0.07365128	0.13754131	0.02524358	0.015678037	-0.15798019	0.11395915	-0.17051636	-0.07064001	0.21113817	0.5773995
0.49282578	0.5369935	-0.5023469	-0.49759936	-0.3788141	0.44696033	-0.3279434	-0.51023966	-0.5719912	-0.5043283	0.39514264	-0.6087592	-0.47783023	0.44304046	-0.4940164	0.16761032
-0.1532251	0.47205335	0.35431853	-0.041612696	-0.36500534	-0.19546819	0.22417612	-0.1124882	-0.030502649	-0.024615554	0.039182674	-0.16624884	-0.19308355	0.16925652	0.18067636	0.36228594
-0.12274705	0.32303768	0.3174193	0.026912164	-0.14617229	-0.32458937	0.24254242	-0.043613035	-0.073805146	-0.16562669	0.043269433	-0.07130215	0.023926992	0.058777757	0.19024605	0.5656974
0.38223216	0.35720152	-0.5124339	-0.28448728	0.7282826	0.04743637	-0.1423178	-0.010304707	-0.6954752	-0.36485723	0.06849186	-0.13524832	-0.22204319	0.5174779	-0.3241568	1.042705
0.13719289	0.2843439	0.14153427	-0.27930912	-0.28234312	-0.036888767	0.19771242	-0.26240823	-0.23185205	-0.27566406	0.23738423	-0.28565148	-0.15111044	0.29994142	-0.13810985	0.35156742
-0.39675677	-0.15988846	0.6588844	-0.26109788	-0.5892336	-0.56572384	0.7011492	-0.4349289	-0.0797188	-0.5177367	0.50820506	-0.2514259	0.27135366	0.33749822	0.21026623	0.086393036
-0.40430695	-0.0688939	0.37214625	0.10590414	0.3148109	-0.62262195	0.63891566	0.19370393	-0.105689675	-0.39130852	0.1305734	0.3391696	0.46998227	0.25769487	0.35768086	0.76624435
0.008617345	0.35757884	-0.21604617	0.11623432	1.0053508	-0.21266751	-0.15963459	0.457115	-0.2875672	0.06421996	-0.39831015	0.3416859	-0.22520608	-0.0015840204	0.1481468	1.1270313
-0.18966766	0.4946519	0.37765273	0.10885281	-0.4119658	-0.15554398	0.0794021	0.06902548	0.23468651	0.27123073	-0.16546395	0.003868177	-0.22132848	-0.14959475	0.24992995	0.09536358
-0.3682034	0.37681508	0.35621873	0.29058844	0.060993604	-0.16281566	-0.3126047	0.20015664	0.42223507	0.34201717	-0.3292525	0.22348744	-0.22792119	-0.4223559	0.29493523	0.09337255
-0.5607554	0.16690461	0.65212095	0.36661157	-0.17469151	-0.5414958	0.33085814	0.19810872	0.48167124	0.057963267	-0.12344945	0.30703187	0.2657264	-0.26500863	0.48111966	0.1236081
-0.3676981	0.33217138	0.44557086	0.38571063	0.11189707	-0.4089145	-0.08968663	0.33408424	0.37707952	0.27635202	-0.336727	0.28198797	0.044294037	-0.3460241	0.4581856	0.2981022
0.030199979	0.59717405	0.1163346	0.1100765	-0.25542948	0.1710352	-0.26819366	0.016819801	0.03347059	0.35843822	-0.31938502	-0.17437343	-0.4339677	-0.21310991	-0.019189589	0.09411397
0.7355091	0.6661466	-0.5464631	-0.76124394	-0.9008071	0.7403769	-0.5313506	-0.7999395	-0.556935	-0.28168988	0.40379408	-0.9690649	-0.794455	0.5438369	-0.699577	-0.6210003
0.029166058	0.36565432	-0.018562444	-0.1073657	0.26691416	-0.17996849	0.16256629	0.036940295	-0.25621015	-0.0070807952	-0.045249328	0.07679071	-0.28480923	0.26141492	-0.029967442	0.81412685
0.070338055	0.29781714	0.11054128	-0.31219384	-0.06313831	-0.11292626	0.2510929	-0.18652558	-0.26819387	-0.22560345	0.17533931	-0.12802275	-0.15380709	0.37693474	-0.05886861	0.5537165
0.060128707	0.28900877	0.01115538	-0.08835054	-0.12202084	-0.04941968	0.020141691	-0.17208268	-0.12842618	-0.19704886	0.21929863	-0.2344492	-0.01357502	0.100321956	-0.055107076	0.17156535
-0.44727316	-0.26956233	0.5247255	0.108401135	-0.34507406	-0.5658219	0.5611616	0.050574508	0.23348916	-0.38273624	0.20215365	0.10724706	0.50931525	0.08476216	0.36689228	-0.17178705
-0.033203814	0.22974034	0.4479113	-0.30398476	-0.9096794	-0.00020647474	0.30603883	-0.517751	0.053670425	-0.33363616	0.44316268	-0.5724311	-0.058925584	0.20622952	-0.07441439	-0.4773999
0.08761073	0.2860343	0.05425506	-0.16184032	-0.5321099	0.13547564	-0.14314818	-0.2557759	0.003721956	-0.04842522	0.118753165	-0.36255437	-0.2660865	-0.048675008	-0.1384143	-0.19945605
0.028500868	0.055327915	-0.12774312	-0.23760758	0.35410088	-0.34616002	0.32176176	-0.108481295	-0.48392835	-0.46833676	0.20219088	-0.076210864	0.079950646	0.39319018	0.00077461667	0.85959345
0.12364979	0.51523864	-0.17764822	-0.035009604	0.42871168	0.019660486	-0.23744607	0.12593922	-0.2636925	0.08506119	-0.27588737	0.08369737	-0.37494206	0.03839938	0.03133331	0.80106664
-1.0170678	-0.9834488	1.0189651	0.7279448	-0.8800116	-1.0528877	1.1140125	0.45738873	0.9060046	-0.71198887	0.79796714	0.67949843	1.0028101	-0.5831177	1.0146725	-0.9561384
-0.15484208	0.07884699	0.27073392	0.046852335	-0.48394984	-0.12551975	0.10533661	-0.11554452	0.15901673	-0.10396463	0.092508785	-0.020768303	-0.06904271	-0.12594286	0.15238728	-0.15014552
-0.046306085	0.30231932	0.34210542	0.043818004	-0.36443642	-0.10532557	0.038478024	-0.037904356	0.055257596	-0.035624515	-0.008424752	-0.13055332	-0.1304974	-0.020735715	0.061498728	0.054343533
